dataset;mmre
12;0.6328533202226704
12;0.6318580975734669
12;0.6363161850327459
12;0.6220139274834998
12;0.6325989313595628
12;0.6340861464815433
12;0.6354670687146713
12;0.6326862820918684
12;0.6328147168949588
12;0.6213454846589188
